"question","support","race_white","age","high.income","trump_approve","party","treat","weight"
"Immigration",1,1,40,0,1,"democrat","control",1.01572472713031
"Planned_Parenthood",0,1,59,0,4,"republican","control",0.975891136273472
"Minimum_Wage",1,0,68,0,1,"democrat","control",0.95989610873592
"Tax_Increase",1,1,41,0,1,"democrat","control",1.03712844813439
"Planned_Parenthood",1,1,56,0,1,"democrat","control",1.01309379010175
"Tax_Increase",0,1,52,1,4,"republican","libtrump",1.12805409903583
"Health_Care",1,1,53,0,3,"democrat","libtrump",1.00615330665665
"Iran_Agreement",NA,1,31,0,NA,"independent","control",1.02797262633065
"School_Guns",0,1,27,1,5,"independent","libtrump",0.900561481133581
"Iran_Agreement",1,1,72,0,1,"democrat","libtrump",1.11108847495925
"School_Guns",1,0,89,0,1,"democrat","control",1.01400305378625
"Iran_Agreement",1,1,34,0,1,"republican","control",1.03154504275216
"Health_Care",1,1,27,0,1,"democrat","control",0.950784796514958
"Planned_Parenthood",0,1,74,0,5,"republican","control",0.976105988625219
"Iran_Agreement",NA,1,72,0,5,"republican","control",1.06368016535203
"School_Guns",NA,1,42,1,5,"democrat","libtrump",0.9800893190755
"Abortion",1,1,62,0,5,"republican","control",1.00771182456043
"Immigration",NA,1,59,1,5,"democrat","control",1.00726883670685
"Immigration",0,1,56,NA,4,"republican","libtrump",1.08565804078058
"School_Guns",0,1,76,0,5,"republican","control",1.05842505953402
"Tax_Increase",1,0,25,1,1,"democrat","control",0.903855965387372
"Abortion",NA,0,39,NA,2,"democrat","control",0.983215483337934
"Climate_Change",1,1,60,1,1,"democrat","control",0.973380565370885
"Health_Care",1,0,59,0,1,"democrat","control",0.994392937545668
"Planned_Parenthood",1,0,34,NA,1,"democrat","control",0.986613064186451
"Abortion",0,1,64,0,4,"democrat","libtrump",1.00836138122642
"Guns_Background",1,1,64,1,1,"democrat","control",1.02326871506065
"School_Guns",NA,0,20,0,1,"independent","control",1.03458838686059
"Iran_Agreement",1,0,28,0,2,"democrat","control",1.01175213152428
"Planned_Parenthood",NA,1,57,1,3,"republican","control",0.998265156997922
"Abortion",1,1,52,0,1,"democrat","libtrump",1.06087602308567
"Health_Care",1,1,62,0,1,"democrat","control",0.985380107743247
"Abortion",1,1,58,1,4,"republican","libtrump",0.935658875991003
"Iran_Agreement",1,1,71,0,1,"democrat","libtrump",1.05222671524318
"School_Guns",0,1,26,0,1,"democrat","libtrump",1.0031675015626
"Immigration",1,1,64,1,4,"republican","libtrump",0.987998060988966
"School_Guns",0,1,29,0,1,"democrat","control",0.967494993830731
"Guns_Background",1,1,60,1,5,"republican","libtrump",0.907511040392455
"Climate_Change",1,1,61,0,4,"republican","libtrump",0.989311361420951
"Tax_Increase",1,1,38,0,5,"republican","libtrump",0.981561147301488
"Minimum_Wage",1,1,61,0,1,"democrat","control",1.00868741960092
"School_Guns",0,1,29,0,1,"independent","libtrump",0.942817527391573
"Tax_Increase",NA,0,34,NA,1,"democrat","control",0.969257358426299
"Health_Care",1,1,36,0,1,"democrat","control",0.926419398379505
"Climate_Change",1,0,37,0,1,"democrat","libtrump",0.982797946058848
"Tax_Increase",1,1,59,0,1,"democrat","control",1.02481066061763
"Iran_Agreement",0,1,65,0,5,"republican","control",1.09628991981762
"Climate_Change",0,1,58,1,5,"republican","libtrump",1.07882539590305
"Immigration",1,1,63,0,1,"democrat","control",1.03261842508183
"Immigration",1,1,59,0,4,"independent","libtrump",0.933986198963372
"Tax_Increase",0,1,71,NA,5,"independent","control",1.0130711439493
"Immigration",1,0,51,1,5,"independent","libtrump",1.01631698103605
"School_Guns",0,1,43,0,5,"republican","control",1.01588690701237
"Immigration",0,1,56,0,4,"republican","control",1.1047167478856
"Planned_Parenthood",1,1,33,0,1,"democrat","control",0.951177096712656
"Iran_Agreement",1,1,47,0,2,"democrat","control",1.02401267282104
"Guns_Background",1,0,79,0,1,"democrat","control",0.955266968604671
"Immigration",0,1,26,0,2,"democrat","control",0.905373713089436
"Guns_Background",0,1,25,0,3,"republican","control",1.00234184994533
"Climate_Change",0,1,61,NA,3,"independent","libtrump",0.987075143974917
"Minimum_Wage",0,0,63,0,2,"independent","libtrump",0.954399928010389
"Guns_Background",1,1,42,0,4,"republican","control",1.00564737893398
"Tax_Increase",1,1,79,0,1,"democrat","libtrump",1.01195355443217
"Minimum_Wage",0,1,53,1,5,"republican","control",0.971900344182256
"Planned_Parenthood",1,0,48,0,1,"democrat","control",1.00460270203641
"Health_Care",1,0,36,NA,NA,"independent","control",1.03818524763372
"Immigration",0,1,75,0,5,"republican","control",0.892847394107938
"Abortion",NA,0,34,0,1,"democrat","control",1.01716826953416
"Abortion",NA,1,38,0,5,"republican","control",1.04033346118772
"Iran_Agreement",NA,0,64,0,1,"democrat","control",0.9495831460724
"Health_Care",NA,0,89,0,1,"democrat","control",1.01096658127722
"Immigration",NA,0,58,1,5,"republican","control",1.04437883135772
"Health_Care",NA,1,61,0,1,"democrat","control",0.978975878715318
"Planned_Parenthood",0,1,64,0,4,"republican","libtrump",1.05706207240834
"Abortion",1,0,65,0,5,"republican","control",1.03727128886167
"Planned_Parenthood",NA,1,79,0,1,"democrat","libtrump",1.00876627612537
"School_Guns",0,1,54,1,4,"republican","control",1.03345474283502
"Iran_Agreement",NA,1,80,0,3,"independent","control",1.05122798655661
"Tax_Increase",0,1,63,1,5,"republican","control",0.982719884515834
"Planned_Parenthood",0,1,61,0,5,"republican","control",0.987357400765079
"School_Guns",1,1,42,0,1,"democrat","libtrump",0.978288489110774
"Tax_Increase",0,1,63,1,5,"republican","control",1.04361573961231
"Planned_Parenthood",0,1,63,0,NA,"republican","libtrump",1.00251267432792
"Abortion",1,1,64,1,4,"republican","control",1.00615037364302
"Abortion",0,0,38,0,1,"democrat","control",1.04256444729376
"Iran_Agreement",NA,1,55,0,4,"independent","control",0.946746315846652
"Iran_Agreement",NA,0,40,0,1,"democrat","control",0.982281410741037
"Planned_Parenthood",NA,1,26,0,2,"democrat","control",0.958532014188858
"Immigration",0,0,57,1,5,"republican","libtrump",1.00308255086181
"Abortion",0,1,37,0,5,"republican","control",0.964827717406317
"Tax_Increase",0,1,61,0,4,"republican","control",0.994188520345844
"Minimum_Wage",1,1,42,NA,1,"democrat","libtrump",0.944243936927426
"Iran_Agreement",1,1,41,0,4,"republican","libtrump",0.976257956132708
"Minimum_Wage",0,1,52,0,2,"independent","libtrump",1.04657448957292
"Climate_Change",0,1,80,0,3,"independent","control",1.02099706088947
"Planned_Parenthood",NA,1,42,0,4,"independent","libtrump",0.903213375133563
"Tax_Increase",1,0,27,NA,1,"democrat","control",1.01716854199079
"Tax_Increase",NA,1,54,0,NA,"republican","control",0.994042918485443
"Health_Care",NA,1,33,0,NA,"independent","control",1.01096019844417
"Tax_Increase",1,1,28,0,5,"democrat","libtrump",0.985764909926494
"School_Guns",1,0,25,1,1,"democrat","control",0.954981486816866
"Planned_Parenthood",1,1,25,0,NA,"democrat","libtrump",1.01871601022177
"Iran_Agreement",NA,0,61,NA,2,"democrat","libtrump",1.06203794225558
"Iran_Agreement",1,1,60,NA,1,"democrat","libtrump",1.12535406300025
"Tax_Increase",1,1,60,0,5,"republican","control",0.973469482389359
"Abortion",1,1,62,0,1,"democrat","control",1.05287749336057
"Immigration",NA,1,19,0,NA,"republican","control",0.976816381152451
"Health_Care",0,1,79,0,5,"republican","libtrump",0.951012714685134
"Iran_Agreement",0,1,54,0,5,"republican","control",0.945218471287399
"School_Guns",1,0,59,0,2,"democrat","control",1.02450775013682
"Minimum_Wage",1,1,64,0,4,"democrat","control",1.04566769704238
"Health_Care",1,1,41,0,4,"republican","libtrump",1.00365695449089
"Planned_Parenthood",0,1,40,0,5,"republican","libtrump",1.10046395902374
"Abortion",1,1,40,0,4,"republican","control",1.09093889111005
"Planned_Parenthood",0,1,43,1,4,"republican","control",0.923856675111028
"Minimum_Wage",0,1,20,1,1,"independent","control",0.965681928480836
"Climate_Change",NA,1,58,0,1,"democrat","control",0.943944409924726
"Guns_Background",0,1,59,1,5,"democrat","control",0.96619898268997
"School_Guns",NA,1,35,0,3,"republican","libtrump",0.961849936752749
"Minimum_Wage",1,1,67,0,1,"democrat","libtrump",1.02486635995921
"Tax_Increase",1,1,31,0,1,"democrat","control",0.955173961987067
"Tax_Increase",1,1,26,0,1,"democrat","libtrump",0.960126918013014
"Guns_Background",NA,1,32,0,5,"independent","control",0.951498457829937
"Tax_Increase",1,1,62,0,1,"democrat","libtrump",0.973980539457485
"Climate_Change",NA,1,27,NA,NA,"independent","control",0.980853582943423
"Climate_Change",1,1,38,0,NA,"independent","libtrump",1.02974656764373
"Abortion",1,1,69,0,1,"independent","control",1.00101883045145
"School_Guns",1,1,91,NA,1,"democrat","control",0.990084700031829
"Planned_Parenthood",0,1,29,0,5,"republican","libtrump",0.996771352766426
"Climate_Change",1,1,52,0,1,"democrat","control",1.01340306933301
"Minimum_Wage",0,1,80,0,3,"independent","control",1.03313988095253
"Tax_Increase",1,1,68,0,4,"republican","control",0.989926758479021
"Planned_Parenthood",0,1,55,0,4,"independent","libtrump",1.05390042257089
"Climate_Change",NA,1,62,0,3,"republican","control",1.0168353760189
"Immigration",NA,1,62,0,1,"democrat","libtrump",1.02052722326868
"Climate_Change",1,1,27,0,4,"democrat","libtrump",1.02065541529807
"Tax_Increase",1,0,64,0,1,"democrat","control",1.00577880305934
"Climate_Change",1,1,34,0,1,"republican","control",0.972850593791342
"Tax_Increase",NA,1,32,0,1,"democrat","libtrump",1.07591530172825
"Tax_Increase",1,1,83,1,5,"republican","control",0.989651937548799
"Tax_Increase",1,1,59,1,5,"republican","libtrump",0.973358922205747
"Tax_Increase",1,0,33,0,NA,"independent","libtrump",0.939412618574195
"Abortion",1,1,33,0,1,"independent","libtrump",1.03503242352013
"Immigration",1,1,55,NA,5,"republican","libtrump",0.976759378381808
"Planned_Parenthood",1,1,20,0,1,"democrat","control",0.907385624433119
"Guns_Background",1,1,64,1,1,"independent","control",0.988474876060547
"Climate_Change",0,1,70,1,4,"republican","control",0.905303476739132
"Guns_Background",1,1,72,0,5,"republican","control",1.0358762114445
"Guns_Background",1,0,20,0,3,"independent","control",0.961367646200258
"Iran_Agreement",NA,1,21,0,1,"democrat","control",0.990028848491563
"Planned_Parenthood",0,1,63,1,5,"republican","control",0.997380513815004
"Guns_Background",NA,1,23,NA,3,"independent","libtrump",1.01014010791675
"School_Guns",NA,0,35,NA,1,"democrat","libtrump",1.00327892181003
"Immigration",NA,0,44,0,1,"democrat","control",1.02680287407013
"Guns_Background",1,1,27,0,2,"republican","control",0.948359774134978
"Immigration",NA,1,61,NA,5,"independent","libtrump",0.990800358699544
"Planned_Parenthood",1,0,22,0,1,"democrat","libtrump",0.971036777789978
"Iran_Agreement",0,1,63,1,5,"republican","control",1.11739237310878
"Health_Care",1,1,24,0,5,"republican","control",1.00959478427084
"Tax_Increase",1,1,67,1,1,"democrat","control",0.98667617230515
"School_Guns",1,1,23,0,5,"republican","control",1.05608311289731
"Immigration",1,1,66,0,1,"democrat","control",0.998316155346399
"School_Guns",1,1,24,0,1,"democrat","control",1.06223261038951
"Iran_Agreement",1,1,33,0,4,"democrat","control",0.916616642866582
"Guns_Background",1,1,29,0,1,"independent","libtrump",0.933760941860813
"Guns_Background",1,1,82,0,5,"republican","control",0.94767992305793
"Climate_Change",0,0,31,0,1,"independent","control",0.91473682049175
"Minimum_Wage",1,1,27,0,1,"democrat","libtrump",0.893603004564374
"Climate_Change",1,1,36,0,1,"democrat","control",1.08085012299863
"Abortion",1,1,41,0,1,"republican","libtrump",0.986718334110318
"Abortion",1,1,62,0,3,"republican","control",1.07245069470326
"Abortion",NA,1,78,0,3,"independent","control",0.944063607300584
"Iran_Agreement",1,0,68,0,1,"democrat","control",0.986123567815528
"Abortion",1,1,19,0,NA,"republican","control",1.0658305659818
"Climate_Change",1,0,22,0,4,"democrat","control",1.03993638035601
"Iran_Agreement",0,1,61,0,4,"republican","control",1.0426378369191
"Health_Care",0,1,47,0,5,"republican","libtrump",0.986453385688855
"Guns_Background",1,1,74,NA,1,"democrat","control",1.12084468660863
"Minimum_Wage",0,1,82,0,5,"republican","control",1.03738076795208
"Planned_Parenthood",0,1,73,1,5,"republican","control",0.907880940871789
"Climate_Change",1,0,50,0,1,"democrat","control",0.976192554476207
"School_Guns",0,1,68,0,2,"republican","control",1.00847782027035
"Planned_Parenthood",NA,1,32,0,5,"independent","control",0.945904157498722
"School_Guns",0,1,82,0,5,"republican","control",1.05423803628636
"Climate_Change",0,1,43,1,4,"republican","control",1.01645859513293
"Climate_Change",1,1,62,0,1,"democrat","control",1.01149107983498
"Guns_Background",1,1,64,1,5,"republican","libtrump",1.10271548644564
"Abortion",1,0,79,0,1,"democrat","control",0.950218796456169
"School_Guns",1,1,47,1,4,"republican","libtrump",1.00237272268839
"Immigration",0,1,72,0,5,"republican","control",1.01863260883625
"Abortion",1,0,59,0,2,"democrat","control",1.06057909648569
"Iran_Agreement",1,1,28,0,5,"democrat","libtrump",0.972388922325516
"Climate_Change",0,1,43,0,5,"republican","control",0.976839938953412
"Iran_Agreement",1,0,33,0,4,"democrat","control",0.923814397404077
"Abortion",1,0,89,0,1,"democrat","control",1.02597306212649
"Climate_Change",1,1,20,0,4,"republican","control",1.06999558648466
"Guns_Background",1,1,32,0,1,"democrat","libtrump",1.0359427466095
"Iran_Agreement",NA,1,62,1,1,"democrat","control",0.957155162592753
"Abortion",0,1,42,0,2,"independent","libtrump",1.03653333658161
"Health_Care",NA,1,35,0,4,"republican","libtrump",0.977142435192574
"Abortion",1,1,57,1,1,"democrat","control",1.03749134385056
"Abortion",1,1,70,1,4,"republican","control",1.01634995759456
"Immigration",1,1,66,NA,1,"democrat","libtrump",1.02992510151894
"Minimum_Wage",1,1,55,0,NA,"democrat","control",1.00360832397205
"Climate_Change",0,1,22,1,1,"independent","control",0.999296860398629
"Health_Care",0,1,21,1,4,"republican","libtrump",0.973522878343493
"Immigration",0,1,67,0,2,"independent","control",0.973665379505206
"School_Guns",0,1,24,0,5,"republican","control",1.00054496155762
"Abortion",1,1,38,1,1,"democrat","control",1.00797106388926
"Climate_Change",0,1,27,0,5,"independent","control",1.04478562972804
"Climate_Change",1,1,45,0,2,"republican","control",1.05039970651815
"Iran_Agreement",NA,0,20,0,1,"independent","control",1.03477620492516
"Tax_Increase",0,0,30,0,1,"republican","control",1.0194247759924
"Iran_Agreement",1,1,52,0,2,"independent","libtrump",0.867168030599355
"Iran_Agreement",1,0,58,NA,1,"democrat","control",0.976970233674421
"Minimum_Wage",NA,0,38,0,3,"republican","control",0.924724904882758
"Tax_Increase",1,0,29,0,2,"democrat","control",1.05083074229535
"Guns_Background",1,1,55,1,1,"democrat","libtrump",1.04001306471735
"Immigration",1,1,32,0,5,"republican","libtrump",0.975314969862505
"Health_Care",0,1,36,0,2,"independent","control",0.935813957915118
"Tax_Increase",NA,1,60,0,2,"independent","control",1.03198700973992
"Iran_Agreement",1,0,36,0,2,"democrat","control",0.963778429734252
"Minimum_Wage",0,1,53,0,3,"republican","control",0.975797317841677
"Health_Care",NA,1,40,0,NA,"independent","control",1.1079166791791
"Guns_Background",1,0,56,0,5,"independent","libtrump",1.0171260062675
"School_Guns",0,1,70,0,5,"republican","control",0.931764038519344
"Abortion",1,1,37,0,1,"independent","control",0.93888338353491
"Immigration",1,0,25,1,1,"democrat","control",1.08167489524332
"Climate_Change",1,1,61,1,5,"republican","control",1.05825142951958
"Health_Care",1,1,60,NA,5,"republican","libtrump",1.01433758129198
"Climate_Change",NA,0,60,0,4,"independent","libtrump",0.99052896134121
"Minimum_Wage",1,1,28,0,1,"independent","control",0.941711359658338
"Minimum_Wage",1,1,42,1,2,"democrat","control",0.956916244458892
"Climate_Change",NA,1,46,0,5,"republican","control",0.966708931504198
"Tax_Increase",1,1,60,0,4,"republican","libtrump",0.976048147086239
"Guns_Background",1,1,33,0,1,"democrat","control",1.03824515326772
"Tax_Increase",1,1,55,NA,5,"republican","libtrump",1.00691273238255
"Abortion",1,0,62,0,5,"republican","control",1.03020945624462
"Iran_Agreement",0,1,40,0,NA,"independent","control",1.10384971901928
"Planned_Parenthood",1,0,32,0,1,"democrat","control",1.00150422785294
"Immigration",0,1,63,0,5,"republican","control",1.02145959436454
"Health_Care",1,0,51,0,3,"republican","control",0.979256881436795
"Guns_Background",1,1,23,0,2,"independent","control",1.07070358588761
"Health_Care",1,0,39,NA,2,"democrat","control",1.06518544675621
"Climate_Change",1,1,21,NA,1,"democrat","libtrump",1.00559770070472
"Iran_Agreement",1,0,34,NA,1,"democrat","control",0.980757205305508
"Minimum_Wage",0,1,63,0,NA,"republican","libtrump",0.938670954649365
"Climate_Change",1,1,42,0,4,"republican","control",0.956882858549479
"Planned_Parenthood",1,1,42,0,1,"democrat","libtrump",0.96560604217708
"Abortion",1,1,29,NA,1,"democrat","control",0.930345654023918
"Tax_Increase",1,1,58,NA,1,"independent","libtrump",0.996411384454307
"Climate_Change",0,1,56,0,5,"republican","control",1.03985347580479
"Guns_Background",1,1,78,0,4,"republican","control",1.01443231700168
"Minimum_Wage",0,1,40,NA,1,"democrat","control",1.08134429644519
"School_Guns",0,1,75,0,5,"republican","control",1.06239983631549
"Immigration",1,1,53,0,1,"democrat","control",0.985565058220711
"Immigration",1,1,64,1,1,"independent","control",1.00393348943573
"Health_Care",1,1,42,0,4,"republican","control",1.03841764479624
"Guns_Background",1,1,42,0,4,"republican","control",0.933660727348025
"Health_Care",NA,0,31,0,5,"independent","control",1.0113101344264
"Health_Care",0,1,42,0,2,"independent","libtrump",0.967922500139525
"Guns_Background",1,1,64,0,4,"democrat","libtrump",0.94309757858301
"Iran_Agreement",1,1,74,NA,1,"democrat","control",0.983739955015574
"Abortion",1,1,59,0,1,"democrat","control",0.971037310143817
"School_Guns",0,1,37,1,1,"republican","control",1.01008574308665
"Iran_Agreement",0,1,45,0,5,"republican","control",0.937165355933438
"Minimum_Wage",1,1,47,0,3,"independent","libtrump",0.912657002416128
"Minimum_Wage",1,0,36,NA,NA,"independent","control",0.990030627897187
"Iran_Agreement",0,1,56,1,5,"republican","libtrump",0.953945921593664
"Health_Care",1,1,34,0,4,"democrat","libtrump",1.02609612229545
"School_Guns",1,1,73,1,5,"republican","control",1.060662905843
"Immigration",0,1,53,NA,5,"republican","control",1.01657141358335
"Immigration",NA,1,71,0,4,"republican","libtrump",0.97498405029812
"Abortion",NA,1,64,0,4,"republican","libtrump",0.992712599026191
"Immigration",NA,1,72,0,4,"republican","control",0.966867755835749
"Tax_Increase",1,1,43,0,5,"independent","control",1.00267956181825
"Planned_Parenthood",NA,1,34,0,1,"democrat","control",1.04852466095027
"Health_Care",1,1,55,1,1,"democrat","libtrump",0.966956041615161
"Abortion",1,1,55,0,1,"democrat","control",1.03761191571781
"School_Guns",0,0,63,0,2,"independent","libtrump",1.01462234989887
"Immigration",0,1,83,1,5,"republican","control",0.999260884605569
"Health_Care",1,0,51,0,1,"democrat","control",0.969841615823963
"Minimum_Wage",1,1,60,0,2,"democrat","control",0.996905294937464
"Health_Care",0,1,42,1,5,"republican","control",1.01860596340041
"Iran_Agreement",1,1,36,0,1,"democrat","control",0.955759467091727
"Iran_Agreement",NA,1,51,0,4,"republican","libtrump",1.0424358229339
"Health_Care",1,1,39,0,3,"republican","control",0.977738109408375
"Planned_Parenthood",0,1,42,0,2,"independent","control",1.0006698561752
"Tax_Increase",1,1,76,0,5,"republican","libtrump",0.929686287797202
"Immigration",NA,1,63,0,3,"democrat","control",1.0191441307802
"Tax_Increase",1,0,25,0,1,"democrat","control",0.952251375968024
"Immigration",NA,0,62,0,2,"democrat","libtrump",1.03836436066161
"Guns_Background",1,0,65,0,5,"republican","control",0.964697477282422
"Abortion",1,1,34,0,1,"democrat","control",1.00443891517342
"Planned_Parenthood",1,0,50,0,1,"democrat","control",1.01272889748301
"Guns_Background",NA,1,71,0,1,"independent","control",1.04182567537313
"Immigration",0,1,76,0,5,"republican","control",0.96230142567618
"Iran_Agreement",NA,1,30,0,2,"democrat","libtrump",0.921230325732732
"Abortion",1,1,25,0,3,"republican","libtrump",0.979182026568722
"School_Guns",0,0,38,0,1,"democrat","control",1.0383231757375
"Abortion",1,0,58,NA,1,"independent","control",0.978869043558616
"School_Guns",0,1,64,0,4,"republican","libtrump",0.98373512145645
"Minimum_Wage",1,1,58,0,4,"republican","control",1.02903728551819
"Planned_Parenthood",1,1,63,0,1,"democrat","control",0.95916128441886
"Minimum_Wage",0,1,57,0,4,"democrat","control",0.982577525099859
"Climate_Change",NA,0,23,0,3,"democrat","control",1.00188831762742
"Planned_Parenthood",0,1,27,0,2,"republican","control",1.02201834347037
"Climate_Change",NA,1,33,0,NA,"independent","control",1.1220063951544
"Iran_Agreement",NA,0,25,0,1,"democrat","control",0.929391271377748
"Immigration",0,1,57,0,5,"independent","control",1.06546719516963
"Immigration",0,1,48,0,1,"republican","control",1.03585941226494
"School_Guns",0,1,73,NA,5,"republican","control",0.876875547223826
"Immigration",1,1,83,1,1,"democrat","libtrump",1.04613926114832
"Health_Care",NA,1,59,1,5,"republican","libtrump",0.998955839821497
"Climate_Change",1,1,64,1,1,"democrat","control",1.02329885643052
"Tax_Increase",0,1,61,0,5,"republican","control",0.991408825878579
"Health_Care",1,0,19,0,3,"democrat","libtrump",1.03218191109852
"Planned_Parenthood",0,1,53,0,5,"republican","control",0.98500297397635
"Tax_Increase",1,1,70,1,1,"democrat","libtrump",0.926453039154693
"School_Guns",0,1,61,NA,4,"independent","control",0.96738422152512
"Climate_Change",1,1,29,1,4,"republican","control",1.01567398526753
"Abortion",NA,0,57,0,3,"democrat","libtrump",0.991060135497903
"Iran_Agreement",1,0,60,1,1,"democrat","control",0.993098265915099
"Tax_Increase",1,1,63,0,1,"democrat","control",1.00080875337064
"Iran_Agreement",0,1,74,1,5,"republican","control",0.996705763889895
"School_Guns",NA,1,40,0,1,"democrat","control",1.02121836680051
"Iran_Agreement",0,0,28,0,4,"democrat","control",1.0190353902913
"Guns_Background",1,1,56,NA,NA,"republican","control",0.985031746315969
"Tax_Increase",NA,1,41,0,1,"independent","control",1.01039216231347
"Health_Care",1,1,42,NA,1,"independent","libtrump",0.99361828956285
"Climate_Change",1,1,27,0,5,"republican","control",1.08128135306713
"Planned_Parenthood",1,0,56,0,5,"independent","libtrump",1.08917772296398
"School_Guns",0,0,28,0,4,"democrat","control",0.968442089708001
"Abortion",0,0,45,NA,5,"republican","control",0.99375893425859
"Iran_Agreement",1,1,34,0,1,"democrat","control",1.03569275308549
"Abortion",NA,1,71,0,2,"democrat","libtrump",1.05601415702438
"School_Guns",0,0,33,0,4,"democrat","control",0.997733282066752
"Immigration",0,1,34,0,5,"independent","control",0.905346496237465
"Guns_Background",1,1,48,1,1,"democrat","control",0.93803992016763
"Iran_Agreement",1,1,74,NA,5,"republican","control",0.976235404222992
"Health_Care",NA,1,76,0,3,"republican","control",0.99693377148519
"Abortion",1,1,74,NA,1,"democrat","control",0.984620749710162
"Immigration",1,1,29,0,5,"republican","libtrump",1.03618260003821
"Health_Care",1,1,69,NA,4,"republican","control",0.958854092883299
"Iran_Agreement",1,0,64,0,1,"democrat","control",0.943818776001521
"Immigration",NA,0,28,0,NA,"independent","control",1.0402707989705
"Immigration",0,0,29,0,2,"democrat","control",1.14843952500529
"School_Guns",1,1,48,1,1,"independent","control",1.02519328511137
"Abortion",1,1,19,1,1,"democrat","libtrump",0.955317160256133
"Tax_Increase",1,1,63,0,4,"republican","control",0.981987544370019
"Climate_Change",1,1,48,1,1,"independent","control",0.930492267649079
"Climate_Change",1,1,25,1,1,"democrat","libtrump",1.00247865207573
"Minimum_Wage",1,0,34,0,1,"democrat","control",0.964447196415047
"Planned_Parenthood",1,1,61,NA,4,"independent","control",0.861146084541294
"Immigration",NA,1,35,NA,1,"independent","control",1.01196517791348
"Planned_Parenthood",1,0,53,0,1,"democrat","control",1.04969486250288
"Guns_Background",1,1,55,0,4,"republican","control",1.02552167232599
"Planned_Parenthood",NA,1,43,0,4,"democrat","control",0.924688501690089
"Guns_Background",1,1,50,1,1,"democrat","control",0.986676152337297
"School_Guns",0,1,28,0,5,"republican","control",0.969979558095545
"Tax_Increase",1,1,70,0,4,"republican","libtrump",1.00253867008068
"Tax_Increase",1,1,60,0,1,"democrat","control",1.05944281771973
"Abortion",0,1,53,0,3,"democrat","libtrump",1.01906929775264
"Abortion",1,1,56,0,1,"democrat","control",1.10365816621411
"Immigration",NA,1,27,0,NA,"republican","control",1.03058257965563
"Health_Care",1,0,30,0,5,"democrat","control",0.937424033470226
"Planned_Parenthood",0,1,48,1,4,"republican","control",1.04322926671692
"Planned_Parenthood",1,0,73,0,1,"democrat","libtrump",1.03142955506667
"Climate_Change",0,1,40,0,4,"republican","control",0.941898186933155
"Planned_Parenthood",NA,0,51,0,2,"republican","control",0.974465719709339
"Immigration",0,1,31,0,2,"independent","libtrump",1.06593781970771
"Health_Care",1,1,57,0,2,"independent","libtrump",1.04539010205115
"Iran_Agreement",1,1,69,NA,4,"republican","control",0.939466082830392
"School_Guns",1,1,42,1,1,"democrat","control",0.938397744105849
"Tax_Increase",1,0,38,0,1,"democrat","control",0.949393432401119
"Health_Care",1,1,43,1,5,"republican","libtrump",1.04818832136037
"Climate_Change",NA,0,27,NA,1,"democrat","control",1.02476564856602
"Tax_Increase",1,1,80,0,1,"democrat","control",1.11427006257129
"Guns_Background",1,1,26,0,1,"democrat","libtrump",0.953341565001116
"Minimum_Wage",1,1,60,0,5,"independent","control",0.965106829718558
"School_Guns",0,1,59,1,5,"democrat","control",0.968240783313953
"Abortion",0,0,47,0,5,"republican","control",1.01014581968076
"Abortion",1,1,75,0,5,"republican","control",0.9977110206116
"Tax_Increase",1,1,33,0,1,"democrat","libtrump",1.02776258440537
"Planned_Parenthood",1,1,37,0,1,"independent","control",0.937599239755486
"Immigration",1,1,28,0,1,"democrat","control",0.921279895326391
"Abortion",1,0,29,0,2,"democrat","control",1.02911792893073
"Climate_Change",1,1,21,1,1,"democrat","control",1.05158944047822
"Immigration",1,1,69,NA,4,"independent","control",1.02930410096125
"Immigration",NA,1,51,0,1,"republican","control",0.934512445414184
"Abortion",0,1,64,0,5,"republican","libtrump",0.992320782729645
"Minimum_Wage",1,1,57,1,1,"democrat","control",0.903637924467617
"Guns_Background",1,0,67,0,2,"democrat","control",1.02103018706259
"Abortion",NA,1,60,0,5,"republican","libtrump",0.95026055967744
"Iran_Agreement",NA,1,49,0,1,"democrat","control",0.927436207996498
"Planned_Parenthood",1,1,29,NA,1,"democrat","control",0.993091805543673
"Tax_Increase",0,0,51,0,2,"republican","control",1.00641715565792
"Guns_Background",0,1,38,0,4,"republican","control",0.982932924672521
"Minimum_Wage",1,1,33,1,5,"republican","libtrump",0.986277034188407
"Health_Care",0,1,59,0,5,"republican","control",0.978026332523097
"Iran_Agreement",1,1,33,1,5,"republican","libtrump",1.02706433348883
"Iran_Agreement",1,1,28,0,4,"independent","control",0.962055307422044
"Abortion",1,1,48,0,1,"independent","libtrump",1.02201985695126
"School_Guns",1,1,73,0,1,"democrat","control",1.04606778102108
"Immigration",0,1,54,0,5,"republican","control",0.961632074149502
"Health_Care",NA,1,72,0,5,"republican","control",1.10966126942837
"Abortion",1,0,22,0,4,"democrat","control",1.05652131384027
"Iran_Agreement",NA,1,24,0,NA,"independent","control",1.04240497600496
"Immigration",0,1,85,0,5,"republican","control",1.13239187894837
"Tax_Increase",0,1,63,NA,5,"republican","libtrump",1.10056629974379
"Abortion",1,0,42,0,2,"democrat","control",0.977073566159335
"Planned_Parenthood",1,1,35,0,1,"democrat","control",1.05592619530685
"Guns_Background",1,1,31,0,NA,"independent","control",0.961804866630722
